date,store,product,sales,price,category
2023-02-04,Store_B,Energy_Drink,139,4.5,Beverage
2023-02-04,Store_B,Chips,163,3.5,Snack
2023-02-04,Store_B,Chocolate,133,2.0,Snack
2023-02-04,Store_B,Cookies,148,2.8,Snack
2023-02-04,Store_B,Soda,180,1.8,Beverage
2023-02-04,Store_B,Juice,151,2.2,Beverage
2023-02-04,Store_B,Sandwich,148,4.0,Food
2023-02-04,Store_C,Ramen_Noodles,138,2.5,Food
2023-02-04,Store_C,Coffee,153,3.0,Food
2023-02-04,Store_C,Bottled_Water,132,1.2,Food
2023-02-04,Store_C,Energy_Drink,166,4.5,Beverage
2023-02-04,Store_C,Chips,104,3.5,Snack
2023-02-04,Store_C,Chocolate,212,2.0,Snack
2023-02-04,Store_C,Cookies,141,2.8,Snack
2023-02-04,Store_C,Soda,150,1.8,Beverage
2023-02-04,Store_C,Juice,181,2.2,Beverage
2023-02-04,Store_C,Sandwich,201,4.0,Food
2023-02-04,Store_D,Ramen_Noodles,121,2.5,Food
2023-02-04,Store_D,Coffee,90,3.0,Food
2023-02-04,Store_D,Bottled_Water,95,1.2,Food
2023-02-04,Store_D,Energy_Drink,170,4.5,Beverage
2023-02-04,Store_D,Chips,120,3.5,Snack
2023-02-04,Store_D,Chocolate,127,2.0,Snack
2023-02-04,Store_D,Cookies,125,2.8,Snack
2023-02-04,Store_D,Soda,133,1.8,Beverage
2023-02-04,Store_D,Juice,123,2.2,Beverage
2023-02-04,Store_D,Sandwich,130,4.0,Food
2023-02-05,Store_A,Ramen_Noodles,85,2.5,Food
2023-02-05,Store_A,Coffee,144,3.0,Food
2023-02-05,Store_A,Bottled_Water,110,1.2,Food
2023-02-05,Store_A,Energy_Drink,106,4.5,Beverage
2023-02-05,Store_A,Chips,102,3.5,Snack
2023-02-05,Store_A,Chocolate,154,2.0,Snack
2023-02-05,Store_A,Cookies,121,2.8,Snack
2023-02-05,Store_A,Soda,98,1.8,Beverage
2023-02-05,Store_A,Juice,209,2.2,Beverage
2023-02-05,Store_A,Sandwich,158,4.0,Food
2023-02-05,Store_B,Ramen_Noodles,141,2.5,Food
2023-02-05,Store_B,Coffee,164,3.0,Food
2023-02-05,Store_B,Bottled_Water,177,1.2,Food
2023-02-05,Store_B,Energy_Drink,136,4.5,Beverage
2023-02-05,Store_B,Chips,112,3.5,Snack
2023-02-05,Store_B,Chocolate,117,2.0,Snack
2023-02-05,Store_B,Cookies,113,2.8,Snack
2023-02-05,Store_B,Soda,144,1.8,Beverage
2023-02-05,Store_B,Juice,132,2.2,Beverage
2023-02-05,Store_B,Sandwich,110,4.0,Food
2023-02-05,Store_C,Ramen_Noodles,135,2.5,Food
2023-02-05,Store_C,Coffee,144,3.0,Food
2023-02-05,Store_C,Bottled_Water,168,1.2,Food
2023-02-05,Store_C,Energy_Drink,99,4.5,Beverage
2023-02-05,Store_C,Chips,147,3.5,Snack
2023-02-05,Store_C,Chocolate,113,2.0,Snack
2023-02-05,Store_C,Cookies,135,2.8,Snack
2023-02-05,Store_C,Soda,166,1.8,Beverage
2023-02-05,Store_C,Juice,125,2.2,Beverage
2023-02-05,Store_C,Sandwich,96,4.0,Food
2023-02-05,Store_D,Ramen_Noodles,190,2.5,Food
2023-02-05,Store_D,Coffee,152,3.0,Food
2023-02-05,Store_D,Bottled_Water,154,1.2,Food
2023-02-05,Store_D,Energy_Drink,82,4.5,Beverage
2023-02-05,Store_D,Chips,132,3.5,Snack
2023-02-05,Store_D,Chocolate,113,2.0,Snack
2023-02-05,Store_D,Cookies,111,2.8,Snack
2023-02-05,Store_D,Soda,160,1.8,Beverage
2023-02-05,Store_D,Juice,127,2.2,Beverage
2023-02-05,Store_D,Sandwich,146,4.0,Food
2023-02-06,Store_A,Ramen_Noodles,65,2.5,Food
2023-02-06,Store_A,Coffee,156,3.0,Food
2023-02-06,Store_A,Bottled_Water,122,1.2,Food
2023-02-06,Store_A,Energy_Drink,169,4.5,Beverage
2023-02-06,Store_A,Chips,122,3.5,Snack
2023-02-06,Store_A,Chocolate,119,2.0,Snack
2023-02-06,Store_A,Cookies,118,2.8,Snack
2023-02-06,Store_A,Soda,112,1.8,Beverage
2023-02-06,Store_A,Juice,142,2.2,Beverage
2023-02-06,Store_A,Sandwich,104,4.0,Food
2023-02-06,Store_B,Ramen_Noodles,126,2.5,Food
2023-02-06,Store_B,Coffee,106,3.0,Food
2023-02-06,Store_B,Bottled_Water,128,1.2,Food
2023-02-06,Store_B,Energy_Drink,179,4.5,Beverage
2023-02-06,Store_B,Chips,154,3.5,Snack
2023-02-06,Store_B,Chocolate,95,2.0,Snack
2023-02-06,Store_B,Cookies,81,2.8,Snack
2023-02-06,Store_B,Soda,149,1.8,Beverage
2023-02-06,Store_B,Juice,91,2.2,Beverage
2023-02-06,Store_B,Sandwich,168,4.0,Food
2023-02-06,Store_C,Ramen_Noodles,143,2.5,Food
2023-02-06,Store_C,Coffee,81,3.0,Food
2023-02-06,Store_C,Bottled_Water,158,1.2,Food
2023-02-06,Store_C,Energy_Drink,136,4.5,Beverage
2023-02-06,Store_C,Chips,107,3.5,Snack
2023-02-06,Store_C,Chocolate,111,2.0,Snack
2023-02-06,Store_C,Cookies,124,2.8,Snack
2023-02-06,Store_C,Soda,102,1.8,Beverage
2023-02-06,Store_C,Juice,152,2.2,Beverage
2023-02-06,Store_C,Sandwich,151,4.0,Food
2023-02-06,Store_D,Ramen_Noodles,81,2.5,Food
2023-02-06,Store_D,Coffee,111,3.0,Food
2023-02-06,Store_D,Bottled_Water,91,1.2,Food
2023-02-06,Store_D,Energy_Drink,164,4.5,Beverage
2023-02-06,Store_D,Chips,101,3.5,Snack
2023-02-06,Store_D,Chocolate,129,2.0,Snack
2023-02-06,Store_D,Cookies,106,2.8,Snack
2023-02-06,Store_D,Soda,154,1.8,Beverage
2023-02-06,Store_D,Juice,118,2.2,Beverage
2023-02-06,Store_D,Sandwich,135,4.0,Food
2023-02-07,Store_A,Ramen_Noodles,135,2.5,Food
2023-02-07,Store_A,Coffee,129,3.0,Food
2023-02-07,Store_A,Bottled_Water,128,1.2,Food
2023-02-07,Store_A,Energy_Drink,116,4.5,Beverage
2023-02-07,Store_A,Chips,136,3.5,Snack
2023-02-07,Store_A,Chocolate,97,2.0,Snack
2023-02-07,Store_A,Cookies,92,2.8,Snack
2023-02-07,Store_A,Soda,62,1.8,Beverage
2023-02-07,Store_A,Juice,125,2.2,Beverage
2023-02-07,Store_A,Sandwich,75,4.0,Food
2023-02-07,Store_B,Ramen_Noodles,111,2.5,Food
2023-02-07,Store_B,Coffee,77,3.0,Food
2023-02-07,Store_B,Bottled_Water,148,1.2,Food
2023-02-07,Store_B,Energy_Drink,147,4.5,Beverage
2023-02-07,Store_B,Chips,148,3.5,Snack
2023-02-07,Store_B,Chocolate,104,2.0,Snack
2023-02-07,Store_B,Cookies,92,2.8,Snack
2023-02-07,Store_B,Soda,118,1.8,Beverage
2023-02-07,Store_B,Juice,133,2.2,Beverage
2023-02-07,Store_B,Sandwich,122,4.0,Food
2023-02-07,Store_C,Ramen_Noodles,156,2.5,Food
2023-02-07,Store_C,Coffee,155,3.0,Food
2023-02-07,Store_C,Bottled_Water,134,1.2,Food
2023-02-07,Store_C,Energy_Drink,158,4.5,Beverage
2023-02-07,Store_C,Chips,155,3.5,Snack
2023-02-07,Store_C,Chocolate,79,2.0,Snack
2023-02-07,Store_C,Cookies,81,2.8,Snack
2023-02-07,Store_C,Soda,111,1.8,Beverage
2023-02-07,Store_C,Juice,127,2.2,Beverage
2023-02-07,Store_C,Sandwich,126,4.0,Food
2023-02-07,Store_D,Ramen_Noodles,93,2.5,Food
2023-02-07,Store_D,Coffee,111,3.0,Food
2023-02-07,Store_D,Bottled_Water,89,1.2,Food
2023-02-07,Store_D,Energy_Drink,142,4.5,Beverage
2023-02-07,Store_D,Chips,142,3.5,Snack
2023-02-07,Store_D,Chocolate,121,2.0,Snack
2023-02-07,Store_D,Cookies,130,2.8,Snack
2023-02-07,Store_D,Soda,94,1.8,Beverage
2023-02-07,Store_D,Juice,79,2.2,Beverage
2023-02-07,Store_D,Sandwich,142,4.0,Food
2023-02-08,Store_A,Ramen_Noodles,91,2.5,Food
2023-02-08,Store_A,Coffee,83,3.0,Food
2023-02-08,Store_A,Bottled_Water,167,1.2,Food
2023-02-08,Store_A,Energy_Drink,136,4.5,Beverage
2023-02-08,Store_A,Chips,128,3.5,Snack
2023-02-08,Store_A,Chocolate,97,2.0,Snack
2023-02-08,Store_A,Cookies,124,2.8,Snack
2023-02-08,Store_A,Soda,119,1.8,Beverage
2023-02-08,Store_A,Juice,147,2.2,Beverage
2023-02-08,Store_A,Sandwich,56,4.0,Food
2023-02-08,Store_B,Ramen_Noodles,101,2.5,Food
2023-02-08,Store_B,Coffee,87,3.0,Food
2023-02-08,Store_B,Bottled_Water,124,1.2,Food
2023-02-08,Store_B,Energy_Drink,153,4.5,Beverage
2023-02-08,Store_B,Chips,85,3.5,Snack
2023-02-08,Store_B,Chocolate,75,2.0,Snack
2023-02-08,Store_B,Cookies,118,2.8,Snack
2023-02-08,Store_B,Soda,130,1.8,Beverage
2023-02-08,Store_B,Juice,82,2.2,Beverage
2023-02-08,Store_B,Sandwich,172,4.0,Food
2023-02-08,Store_C,Ramen_Noodles,100,2.5,Food
2023-02-08,Store_C,Coffee,112,3.0,Food
2023-02-08,Store_C,Bottled_Water,105,1.2,Food
2023-02-08,Store_C,Energy_Drink,111,4.5,Beverage
2023-02-08,Store_C,Chips,90,3.5,Snack
2023-02-08,Store_C,Chocolate,146,2.0,Snack
2023-02-08,Store_C,Cookies,120,2.8,Snack
2023-02-08,Store_C,Soda,83,1.8,Beverage
2023-02-08,Store_C,Juice,91,2.2,Beverage
2023-02-08,Store_C,Sandwich,63,4.0,Food
2023-02-08,Store_D,Ramen_Noodles,113,2.5,Food
2023-02-08,Store_D,Coffee,127,3.0,Food
2023-02-08,Store_D,Bottled_Water,79,1.2,Food
2023-02-08,Store_D,Energy_Drink,131,4.5,Beverage
2023-02-08,Store_D,Chips,152,3.5,Snack
2023-02-08,Store_D,Chocolate,108,2.0,Snack
2023-02-08,Store_D,Cookies,97,2.8,Snack
2023-02-08,Store_D,Soda,145,1.8,Beverage
2023-02-08,Store_D,Juice,89,2.2,Beverage
2023-02-08,Store_D,Sandwich,137,4.0,Food
2023-02-09,Store_A,Ramen_Noodles,116,2.5,Food
2023-02-09,Store_A,Coffee,50,3.0,Food
2023-02-09,Store_A,Bottled_Water,145,1.2,Food
2023-02-09,Store_A,Energy_Drink,153,4.5,Beverage
2023-02-09,Store_A,Chips,108,3.5,Snack
2023-02-09,Store_A,Chocolate,170,2.0,Snack
2023-02-09,Store_A,Cookies,90,2.8,Snack
2023-02-09,Store_A,Soda,131,1.8,Beverage
2023-02-09,Store_A,Juice,100,2.2,Beverage
2023-02-09,Store_A,Sandwich,90,4.0,Food
2023-02-09,Store_B,Ramen_Noodles,73,2.5,Food
2023-02-09,Store_B,Coffee,115,3.0,Food
2023-02-09,Store_B,Bottled_Water,111,1.2,Food
2023-02-09,Store_B,Energy_Drink,150,4.5,Beverage
2023-02-09,Store_B,Chips,81,3.5,Snack
2023-02-09,Store_B,Chocolate,132,2.0,Snack
2023-02-09,Store_B,Cookies,111,2.8,Snack
2023-02-09,Store_B,Soda,121,1.8,Beverage
2023-02-09,Store_B,Juice,133,2.2,Beverage
2023-02-09,Store_B,Sandwich,130,4.0,Food
2023-02-09,Store_C,Ramen_Noodles,152,2.5,Food
2023-02-09,Store_C,Coffee,143,3.0,Food
2023-02-09,Store_C,Bottled_Water,78,1.2,Food
2023-02-09,Store_C,Energy_Drink,80,4.5,Beverage
2023-02-09,Store_C,Chips,133,3.5,Snack
2023-02-09,Store_C,Chocolate,75,2.0,Snack
2023-02-09,Store_C,Cookies,86,2.8,Snack
2023-02-09,Store_C,Soda,125,1.8,Beverage
2023-02-09,Store_C,Juice,94,2.2,Beverage
2023-02-09,Store_C,Sandwich,115,4.0,Food
2023-02-09,Store_D,Ramen_Noodles,173,2.5,Food
2023-02-09,Store_D,Coffee,90,3.0,Food
2023-02-09,Store_D,Bottled_Water,132,1.2,Food
2023-02-09,Store_D,Energy_Drink,121,4.5,Beverage
2023-02-09,Store_D,Chips,111,3.5,Snack
2023-02-09,Store_D,Chocolate,108,2.0,Snack
2023-02-09,Store_D,Cookies,92,2.8,Snack
2023-02-09,Store_D,Soda,129,1.8,Beverage
2023-02-09,Store_D,Juice,140,2.2,Beverage
2023-02-09,Store_D,Sandwich,141,4.0,Food
2023-02-10,Store_A,Ramen_Noodles,151,2.5,Food
2023-02-10,Store_A,Coffee,145,3.0,Food
2023-02-10,Store_A,Bottled_Water,148,1.2,Food
2023-02-10,Store_A,Energy_Drink,60,4.5,Beverage
2023-02-10,Store_A,Chips,176,3.5,Snack
2023-02-10,Store_A,Chocolate,104,2.0,Snack
2023-02-10,Store_A,Cookies,72,2.8,Snack
2023-02-10,Store_A,Soda,142,1.8,Beverage
2023-02-10,Store_A,Juice,141,2.2,Beverage
2023-02-10,Store_A,Sandwich,93,4.0,Food
2023-02-10,Store_B,Ramen_Noodles,79,2.5,Food
2023-02-10,Store_B,Coffee,136,3.0,Food
2023-02-10,Store_B,Bottled_Water,80,1.2,Food
2023-02-10,Store_B,Energy_Drink,117,4.5,Beverage
2023-02-10,Store_B,Chips,99,3.5,Snack
2023-02-10,Store_B,Chocolate,139,2.0,Snack
2023-02-10,Store_B,Cookies,167,2.8,Snack
2023-02-10,Store_B,Soda,82,1.8,Beverage
2023-02-10,Store_B,Juice,86,2.2,Beverage
2023-02-10,Store_B,Sandwich,147,4.0,Food
2023-02-10,Store_C,Ramen_Noodles,137,2.5,Food
2023-02-10,Store_C,Coffee,120,3.0,Food
2023-02-10,Store_C,Bottled_Water,166,1.2,Food
2023-02-10,Store_C,Energy_Drink,156,4.5,Beverage
2023-02-10,Store_C,Chips,86,3.5,Snack
2023-02-10,Store_C,Chocolate,154,2.0,Snack
2023-02-10,Store_C,Cookies,150,2.8,Snack
2023-02-10,Store_C,Soda,123,1.8,Beverage
2023-02-10,Store_C,Juice,107,2.2,Beverage
2023-02-10,Store_C,Sandwich,114,4.0,Food
2023-02-10,Store_D,Ramen_Noodles,84,2.5,Food
2023-02-10,Store_D,Coffee,83,3.0,Food
2023-02-10,Store_D,Bottled_Water,162,1.2,Food
2023-02-10,Store_D,Energy_Drink,107,4.5,Beverage
2023-02-10,Store_D,Chips,95,3.5,Snack
2023-02-10,Store_D,Chocolate,88,2.0,Snack
2023-02-10,Store_D,Cookies,122,2.8,Snack
2023-02-10,Store_D,Soda,114,1.8,Beverage
2023-02-10,Store_D,Juice,141,2.2,Beverage
2023-02-10,Store_D,Sandwich,122,4.0,Food
2023-02-11,Store_A,Ramen_Noodles,167,2.5,Food
2023-02-11,Store_A,Coffee,180,3.0,Food
2023-02-11,Store_A,Bottled_Water,171,1.2,Food
2023-02-11,Store_A,Energy_Drink,180,4.5,Beverage
2023-02-11,Store_A,Chips,186,3.5,Snack
2023-02-11,Store_A,Chocolate,205,2.0,Snack
2023-02-11,Store_A,Cookies,138,2.8,Snack
2023-02-11,Store_A,Soda,132,1.8,Beverage
2023-02-11,Store_A,Juice,159,2.2,Beverage
2023-02-11,Store_A,Sandwich,111,4.0,Food
2023-02-11,Store_B,Ramen_Noodles,121,2.5,Food
2023-02-11,Store_B,Coffee,75,3.0,Food
2023-02-11,Store_B,Bottled_Water,127,1.2,Food
2023-02-11,Store_B,Energy_Drink,115,4.5,Beverage
2023-02-11,Store_B,Chips,175,3.5,Snack
2023-02-11,Store_B,Chocolate,173,2.0,Snack
2023-02-11,Store_B,Cookies,133,2.8,Snack
2023-02-11,Store_B,Soda,134,1.8,Beverage
2023-02-11,Store_B,Juice,91,2.2,Beverage
2023-02-11,Store_B,Sandwich,150,4.0,Food
2023-02-11,Store_C,Ramen_Noodles,190,2.5,Food
2023-02-11,Store_C,Coffee,118,3.0,Food
2023-02-11,Store_C,Bottled_Water,128,1.2,Food
2023-02-11,Store_C,Energy_Drink,110,4.5,Beverage
2023-02-11,Store_C,Chips,101,3.5,Snack
2023-02-11,Store_C,Chocolate,110,2.0,Snack
2023-02-11,Store_C,Cookies,149,2.8,Snack
2023-02-11,Store_C,Soda,116,1.8,Beverage
2023-02-11,Store_C,Juice,187,2.2,Beverage
2023-02-11,Store_C,Sandwich,165,4.0,Food
2023-02-11,Store_D,Ramen_Noodles,166,2.5,Food
2023-02-11,Store_D,Coffee,138,3.0,Food
2023-02-11,Store_D,Bottled_Water,191,1.2,Food
2023-02-11,Store_D,Energy_Drink,116,4.5,Beverage
2023-02-11,Store_D,Chips,153,3.5,Snack
2023-02-11,Store_D,Chocolate,163,2.0,Snack
2023-02-11,Store_D,Cookies,115,2.8,Snack
2023-02-11,Store_D,Soda,103,1.8,Beverage
2023-02-11,Store_D,Juice,110,2.2,Beverage
2023-02-11,Store_D,Sandwich,191,4.0,Food
2023-02-12,Store_A,Ramen_Noodles,163,2.5,Food
2023-02-12,Store_A,Coffee,189,3.0,Food
2023-02-12,Store_A,Bottled_Water,153,1.2,Food
2023-02-12,Store_A,Energy_Drink,100,4.5,Beverage
2023-02-12,Store_A,Chips,107,3.5,Snack
2023-02-12,Store_A,Chocolate,127,2.0,Snack
2023-02-12,Store_A,Cookies,81,2.8,Snack
2023-02-12,Store_A,Soda,124,1.8,Beverage
2023-02-12,Store_A,Juice,170,2.2,Beverage
2023-02-12,Store_A,Sandwich,150,4.0,Food
2023-02-12,Store_B,Ramen_Noodles,132,2.5,Food
2023-02-12,Store_B,Coffee,121,3.0,Food
2023-02-12,Store_B,Bottled_Water,129,1.2,Food
2023-02-12,Store_B,Energy_Drink,144,4.5,Beverage
2023-02-12,Store_B,Chips,171,3.5,Snack
2023-02-12,Store_B,Chocolate,127,2.0,Snack
2023-02-12,Store_B,Cookies,110,2.8,Snack
2023-02-12,Store_B,Soda,162,1.8,Beverage
2023-02-12,Store_B,Juice,194,2.2,Beverage
2023-02-12,Store_B,Sandwich,106,4.0,Food
2023-02-12,Store_C,Ramen_Noodles,123,2.5,Food
2023-02-12,Store_C,Coffee,158,3.0,Food
2023-02-12,Store_C,Bottled_Water,82,1.2,Food
2023-02-12,Store_C,Energy_Drink,137,4.5,Beverage
2023-02-12,Store_C,Chips,188,3.5,Snack
2023-02-12,Store_C,Chocolate,170,2.0,Snack
2023-02-12,Store_C,Cookies,142,2.8,Snack
2023-02-12,Store_C,Soda,152,1.8,Beverage
2023-02-12,Store_C,Juice,172,2.2,Beverage
2023-02-12,Store_C,Sandwich,173,4.0,Food
2023-02-12,Store_D,Ramen_Noodles,173,2.5,Food
2023-02-12,Store_D,Coffee,162,3.0,Food
2023-02-12,Store_D,Bottled_Water,176,1.2,Food
2023-02-12,Store_D,Energy_Drink,146,4.5,Beverage
2023-02-12,Store_D,Chips,177,3.5,Snack
2023-02-12,Store_D,Chocolate,91,2.0,Snack
2023-02-12,Store_D,Cookies,117,2.8,Snack
2023-02-12,Store_D,Soda,113,1.8,Beverage
2023-02-12,Store_D,Juice,119,2.2,Beverage
2023-02-12,Store_D,Sandwich,142,4.0,Food
2023-02-13,Store_A,Ramen_Noodles,170,2.5,Food
2023-02-13,Store_A,Coffee,141,3.0,Food
2023-02-13,Store_A,Bottled_Water,154,1.2,Food
2023-02-13,Store_A,Energy_Drink,135,4.5,Beverage
2023-02-13,Store_A,Chips,67,3.5,Snack
2023-02-13,Store_A,Chocolate,128,2.0,Snack
2023-02-13,Store_A,Cookies,123,2.8,Snack
2023-02-13,Store_A,Soda,105,1.8,Beverage
2023-02-13,Store_A,Juice,154,2.2,Beverage
2023-02-13,Store_A,Sandwich,104,4.0,Food
2023-02-13,Store_B,Ramen_Noodles,95,2.5,Food
2023-02-13,Store_B,Coffee,107,3.0,Food
2023-02-13,Store_B,Bottled_Water,161,1.2,Food
2023-02-13,Store_B,Energy_Drink,145,4.5,Beverage
2023-02-13,Store_B,Chips,103,3.5,Snack
2023-02-13,Store_B,Chocolate,135,2.0,Snack
2023-02-13,Store_B,Cookies,123,2.8,Snack
2023-02-13,Store_B,Soda,94,1.8,Beverage
2023-02-13,Store_B,Juice,64,2.2,Beverage
2023-02-13,Store_B,Sandwich,131,4.0,Food
2023-02-13,Store_C,Ramen_Noodles,121,2.5,Food
2023-02-13,Store_C,Coffee,121,3.0,Food
2023-02-13,Store_C,Bottled_Water,117,1.2,Food
2023-02-13,Store_C,Energy_Drink,110,4.5,Beverage
2023-02-13,Store_C,Chips,162,3.5,Snack
2023-02-13,Store_C,Chocolate,79,2.0,Snack
2023-02-13,Store_C,Cookies,136,2.8,Snack
2023-02-13,Store_C,Soda,126,1.8,Beverage
2023-02-13,Store_C,Juice,129,2.2,Beverage
2023-02-13,Store_C,Sandwich,133,4.0,Food
2023-02-13,Store_D,Ramen_Noodles,78,2.5,Food
2023-02-13,Store_D,Coffee,119,3.0,Food
2023-02-13,Store_D,Bottled_Water,149,1.2,Food
2023-02-13,Store_D,Energy_Drink,118,4.5,Beverage
2023-02-13,Store_D,Chips,66,3.5,Snack
2023-02-13,Store_D,Chocolate,86,2.0,Snack
2023-02-13,Store_D,Cookies,160,2.8,Snack
2023-02-13,Store_D,Soda,75,1.8,Beverage
2023-02-13,Store_D,Juice,68,2.2,Beverage
2023-02-13,Store_D,Sandwich,136,4.0,Food
2023-02-14,Store_A,Ramen_Noodles,92,2.5,Food
2023-02-14,Store_A,Coffee,147,3.0,Food
2023-02-14,Store_A,Bottled_Water,94,1.2,Food
2023-02-14,Store_A,Energy_Drink,135,4.5,Beverage
2023-02-14,Store_A,Chips,145,3.5,Snack
2023-02-14,Store_A,Chocolate,82,2.0,Snack
2023-02-14,Store_A,Cookies,102,2.8,Snack
2023-02-14,Store_A,Soda,90,1.8,Beverage
2023-02-14,Store_A,Juice,103,2.2,Beverage
2023-02-14,Store_A,Sandwich,136,4.0,Food
2023-02-14,Store_B,Ramen_Noodles,99,2.5,Food
2023-02-14,Store_B,Coffee,98,3.0,Food
2023-02-14,Store_B,Bottled_Water,138,1.2,Food
2023-02-14,Store_B,Energy_Drink,158,4.5,Beverage
2023-02-14,Store_B,Chips,127,3.5,Snack
2023-02-14,Store_B,Chocolate,61,2.0,Snack
2023-02-14,Store_B,Cookies,124,2.8,Snack
2023-02-14,Store_B,Soda,85,1.8,Beverage
2023-02-14,Store_B,Juice,156,2.2,Beverage
2023-02-14,Store_B,Sandwich,106,4.0,Food
2023-02-14,Store_C,Ramen_Noodles,109,2.5,Food
2023-02-14,Store_C,Coffee,72,3.0,Food
2023-02-14,Store_C,Bottled_Water,141,1.2,Food
2023-02-14,Store_C,Energy_Drink,125,4.5,Beverage
2023-02-14,Store_C,Chips,132,3.5,Snack
2023-02-14,Store_C,Chocolate,171,2.0,Snack
2023-02-14,Store_C,Cookies,113,2.8,Snack
2023-02-14,Store_C,Soda,126,1.8,Beverage
2023-02-14,Store_C,Juice,156,2.2,Beverage
2023-02-14,Store_C,Sandwich,115,4.0,Food
2023-02-14,Store_D,Ramen_Noodles,130,2.5,Food
2023-02-14,Store_D,Coffee,111,3.0,Food
2023-02-14,Store_D,Bottled_Water,58,1.2,Food
2023-02-14,Store_D,Energy_Drink,142,4.5,Beverage
2023-02-14,Store_D,Chips,130,3.5,Snack
2023-02-14,Store_D,Chocolate,119,2.0,Snack
2023-02-14,Store_D,Cookies,90,2.8,Snack
2023-02-14,Store_D,Soda,151,1.8,Beverage
2023-02-14,Store_D,Juice,144,2.2,Beverage
2023-02-14,Store_D,Sandwich,71,4.0,Food
2023-02-15,Store_A,Ramen_Noodles,120,2.5,Food
2023-02-15,Store_A,Coffee,147,3.0,Food
2023-02-15,Store_A,Bottled_Water,73,1.2,Food
2023-02-15,Store_A,Energy_Drink,142,4.5,Beverage
2023-02-15,Store_A,Chips,161,3.5,Snack
2023-02-15,Store_A,Chocolate,139,2.0,Snack
2023-02-15,Store_A,Cookies,106,2.8,Snack
2023-02-15,Store_A,Soda,121,1.8,Beverage
2023-02-15,Store_A,Juice,65,2.2,Beverage
2023-02-15,Store_A,Sandwich,122,4.0,Food
2023-02-15,Store_B,Ramen_Noodles,118,2.5,Food
2023-02-15,Store_B,Coffee,54,3.0,Food
2023-02-15,Store_B,Bottled_Water,66,1.2,Food
2023-02-15,Store_B,Energy_Drink,110,4.5,Beverage
2023-02-15,Store_B,Chips,124,3.5,Snack
2023-02-15,Store_B,Chocolate,85,2.0,Snack
2023-02-15,Store_B,Cookies,160,2.8,Snack
2023-02-15,Store_B,Soda,148,1.8,Beverage
2023-02-15,Store_B,Juice,164,2.2,Beverage
2023-02-15,Store_B,Sandwich,133,4.0,Food
2023-02-15,Store_C,Ramen_Noodles,141,2.5,Food
2023-02-15,Store_C,Coffee,142,3.0,Food
2023-02-15,Store_C,Bottled_Water,158,1.2,Food
2023-02-15,Store_C,Energy_Drink,95,4.5,Beverage
2023-02-15,Store_C,Chips,133,3.5,Snack
2023-02-15,Store_C,Chocolate,89,2.0,Snack
2023-02-15,Store_C,Cookies,65,2.8,Snack
2023-02-15,Store_C,Soda,59,1.8,Beverage
2023-02-15,Store_C,Juice,131,2.2,Beverage
2023-02-15,Store_C,Sandwich,129,4.0,Food
2023-02-15,Store_D,Ramen_Noodles,65,2.5,Food
2023-02-15,Store_D,Coffee,108,3.0,Food
2023-02-15,Store_D,Bottled_Water,111,1.2,Food
2023-02-15,Store_D,Energy_Drink,164,4.5,Beverage
2023-02-15,Store_D,Chips,98,3.5,Snack
2023-02-15,Store_D,Chocolate,137,2.0,Snack
2023-02-15,Store_D,Cookies,124,2.8,Snack
2023-02-15,Store_D,Soda,137,1.8,Beverage
2023-02-15,Store_D,Juice,132,2.2,Beverage
2023-02-15,Store_D,Sandwich,142,4.0,Food
2023-02-16,Store_A,Ramen_Noodles,139,2.5,Food
2023-02-16,Store_A,Coffee,58,3.0,Food
2023-02-16,Store_A,Bottled_Water,66,1.2,Food
2023-02-16,Store_A,Energy_Drink,113,4.5,Beverage
2023-02-16,Store_A,Chips,115,3.5,Snack
2023-02-16,Store_A,Chocolate,116,2.0,Snack
2023-02-16,Store_A,Cookies,87,2.8,Snack
2023-02-16,Store_A,Soda,151,1.8,Beverage
2023-02-16,Store_A,Juice,100,2.2,Beverage
2023-02-16,Store_A,Sandwich,146,4.0,Food
2023-02-16,Store_B,Ramen_Noodles,119,2.5,Food
2023-02-16,Store_B,Coffee,87,3.0,Food
2023-02-16,Store_B,Bottled_Water,141,1.2,Food
2023-02-16,Store_B,Energy_Drink,81,4.5,Beverage
2023-02-16,Store_B,Chips,152,3.5,Snack
2023-02-16,Store_B,Chocolate,111,2.0,Snack
2023-02-16,Store_B,Cookies,142,2.8,Snack
2023-02-16,Store_B,Soda,115,1.8,Beverage
2023-02-16,Store_B,Juice,108,2.2,Beverage
2023-02-16,Store_B,Sandwich,144,4.0,Food
2023-02-16,Store_C,Ramen_Noodles,134,2.5,Food
2023-02-16,Store_C,Coffee,161,3.0,Food
2023-02-16,Store_C,Bottled_Water,62,1.2,Food
2023-02-16,Store_C,Energy_Drink,125,4.5,Beverage
2023-02-16,Store_C,Chips,78,3.5,Snack
2023-02-16,Store_C,Chocolate,98,2.0,Snack
2023-02-16,Store_C,Cookies,91,2.8,Snack
2023-02-16,Store_C,Soda,138,1.8,Beverage
2023-02-16,Store_C,Juice,78,2.2,Beverage
2023-02-16,Store_C,Sandwich,118,4.0,Food
2023-02-16,Store_D,Ramen_Noodles,180,2.5,Food
2023-02-16,Store_D,Coffee,60,3.0,Food
2023-02-16,Store_D,Bottled_Water,120,1.2,Food
2023-02-16,Store_D,Energy_Drink,123,4.5,Beverage
